Posture,Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z,Mag_X,Mag_Y,Mag_Z
sitting,-0.98,-0.16,0.05,0.98,0.12,-0.06,-5.00,49.00,-23.00
sitting,-0.98,-0.16,0.06,-0.06,-0.31,1.22,-9.00,48.00,-23.00
sitting,-0.98,-0.16,0.06,0.18,-0.73,-0.55,-9.00,49.00,-24.00
sitting,-0.98,-0.16,0.06,-0.37,0.98,0.55,-8.00,50.00,-18.00
sitting,-0.98,-0.17,0.07,0.98,0.31,0.43,-9.00,49.00,-22.00
sitting,-0.98,-0.17,0.07,0.37,-0.67,0.12,-8.00,50.00,-20.00
sitting,-0.98,-0.16,0.07,-1.71,1.28,0.18,-9.00,50.00,-21.00
sitting,-0.98,-0.16,0.07,-0.61,0.24,-0.85,-10.00,51.00,-25.00
sitting,-0.98,-0.16,0.07,0.00,0.67,0.00,-7.00,50.00,-21.00
sitting,-0.98,-0.16,0.07,-0.24,0.49,-0.12,-6.00,50.00,-23.00
sitting,-0.98,-0.17,0.07,-0.18,0.37,0.85,-9.00,49.00,-21.00
sitting,-0.98,-0.16,0.07,1.22,-0.31,-0.98,-9.00,49.00,-20.00
sitting,-0.98,-0.16,0.07,0.98,-0.61,-0.31,-7.00,50.00,-24.00
sitting,-0.98,-0.16,0.07,-0.12,0.31,0.49,-9.00,49.00,-25.00
sitting,-0.98,-0.16,0.07,0.12,-0.37,0.31,-6.00,49.00,-26.00
sitting,-0.98,-0.17,0.07,-0.31,0.37,-0.06,-9.00,49.00,-23.00
sitting,-0.98,-0.17,0.07,0.06,0.43,0.24,-7.00,49.00,-27.00
sitting,-0.98,-0.17,0.08,-0.79,0.92,0.67,-8.00,48.00,-21.00
sitting,-0.98,-0.17,0.08,-0.18,0.67,-0.18,-8.00,48.00,-20.00
sitting,-0.98,-0.17,0.08,-0.55,0.61,-0.31,-10.00,49.00,-20.00
sitting,-0.98,-0.17,0.08,-0.31,0.61,-0.06,-5.00,49.00,-20.00
sitting,-0.98,-0.17,0.08,0.06,-0.24,0.00,-9.00,49.00,-18.00
sitting,-0.98,-0.16,0.08,-0.24,0.67,-0.61,-7.00,48.00,-19.00
sitting,-0.98,-0.16,0.07,-1.40,1.83,-1.59,-8.00,50.00,-20.00
sitting,-0.98,-0.17,0.08,-1.40,1.65,0.12,-9.00,47.00,-24.00
sitting,-0.98,-0.17,0.08,0.73,-0.61,0.73,-7.00,49.00,-14.00
sitting,-0.98,-0.18,0.08,0.67,0.79,2.14,-8.00,51.00,-23.00
sitting,-0.97,-0.18,0.09,1.40,-0.18,0.37,-11.00,49.00,-22.00
sitting,-0.97,-0.18,0.08,-0.55,0.18,0.24,-10.00,48.00,-23.00
sitting,-0.97,-0.18,0.08,-0.06,0.12,-1.10,-11.00,50.00,-20.00
sitting,-0.97,-0.18,0.08,-0.61,0.98,0.37,-10.00,52.00,-22.00
sitting,-0.98,-0.17,0.08,-2.20,0.12,0.43,-8.00,48.00,-22.00
sitting,-0.98,-0.18,0.08,-0.12,0.43,-0.31,-8.00,48.00,-24.00
sitting,-0.97,-0.18,0.08,-1.95,0.24,-0.67,-9.00,52.00,-17.00
sitting,-0.98,-0.17,0.08,0.43,-0.55,-0.37,-7.00,50.00,-19.00
sitting,-0.98,-0.17,0.08,-0.37,-0.49,-0.06,-7.00,49.00,-20.00
sitting,-0.98,-0.17,0.09,0.98,0.37,0.06,-9.00,51.00,-22.00
sitting,-0.98,-0.17,0.08,0.12,0.49,-0.43,-10.00,51.00,-21.00
sitting,-0.98,-0.17,0.08,-0.18,-0.12,-1.04,-9.00,50.00,-21.00
sitting,-0.98,-0.17,0.08,-0.12,-0.43,0.12,-8.00,50.00,-22.00
sitting,-0.98,-0.16,0.08,-0.06,0.18,-0.67,-8.00,47.00,-21.00
sitting,-0.98,-0.17,0.08,0.24,0.12,0.12,-10.00,50.00,-18.00
sitting,-0.98,-0.17,0.08,-0.67,1.28,1.71,-9.00,49.00,-20.00
sitting,-0.97,-0.17,0.08,0.12,-0.49,-0.37,-8.00,50.00,-24.00
sitting,-0.97,-0.18,0.08,-0.92,0.49,1.77,-8.00,48.00,-21.00
sitting,-0.97,-0.18,0.08,0.00,0.43,-0.12,-8.00,49.00,-21.00
sitting,-0.97,-0.18,0.08,0.31,0.55,0.31,-9.00,49.00,-23.00
sitting,-0.97,-0.17,0.07,0.43,-0.31,-1.77,-9.00,51.00,-24.00
sitting,-0.97,-0.17,0.07,-0.12,0.31,0.37,-9.00,49.00,-23.00
sitting,-0.98,-0.16,0.06,-0.06,-0.06,-0.12,-9.00,50.00,-22.00
sitting,-0.97,-0.18,0.07,-2.08,4.21,7.75,-7.00,49.00,-21.00
sitting,-0.97,-0.17,0.07,0.55,-0.55,-0.55,-6.00,49.00,-24.00
sitting,-0.97,-0.17,0.08,5.25,-6.65,-5.80,-11.00,49.00,-16.00
sitting,-0.98,-0.16,0.06,0.67,-2.01,-1.10,-10.00,49.00,-21.00
sitting,-0.98,-0.16,0.08,2.93,-0.31,5.55,-9.00,48.00,-22.00
sitting,-0.98,-0.16,0.07,-5.31,2.50,-7.08,-8.00,49.00,-20.00
sitting,-0.98,-0.15,0.09,-1.34,-2.87,-5.92,-6.00,50.00,-22.00
sitting,-0.98,-0.15,0.06,4.39,-1.40,2.32,-8.00,51.00,-24.00
sitting,-0.98,-0.15,0.06,1.71,-0.85,1.89,-8.00,49.00,-22.00
sitting,-0.98,-0.15,0.07,-1.95,1.40,-1.95,-8.00,51.00,-26.00
sitting,-0.98,-0.15,0.06,-0.61,0.49,-0.67,-8.00,49.00,-20.00
sitting,-0.98,-0.15,0.06,4.46,-2.93,4.27,-10.00,51.00,-18.00
sitting,-0.98,-0.14,0.05,-1.22,0.73,0.24,-9.00,49.00,-19.00
sitting,-0.98,-0.14,0.06,-0.49,0.49,-1.34,-9.00,49.00,-25.00
sitting,-0.98,-0.15,0.07,2.08,-1.46,-0.12,-10.00,50.00,-22.00
sitting,-0.98,-0.14,0.07,0.31,1.34,0.85,-6.00,50.00,-22.00
sitting,-0.98,-0.14,0.07,-0.67,0.67,-0.31,-7.00,52.00,-24.00
sitting,-0.98,-0.15,0.08,2.20,-0.85,-1.46,-8.00,51.00,-19.00
sitting,-0.98,-0.13,0.06,0.24,0.37,-2.50,-9.00,53.00,-21.00
sitting,-0.98,-0.14,0.07,0.79,-0.98,0.85,-7.00,51.00,-25.00
sitting,-0.98,-0.13,0.05,1.10,-0.31,1.28,-9.00,52.00,-23.00
sitting,-0.98,-0.12,0.05,0.37,0.49,0.18,-5.00,52.00,-26.00
sitting,-0.98,-0.13,0.07,-2.32,1.71,-0.85,-8.00,50.00,-22.00
sitting,-0.98,-0.12,0.06,1.04,-0.43,1.28,-6.00,52.00,-23.00
sitting,-0.99,-0.12,0.04,1.83,-1.77,-0.73,-6.00,51.00,-25.00
sitting,-0.98,-0.12,0.05,0.37,0.79,1.10,-8.00,52.00,-25.00
sitting,-0.98,-0.12,0.05,-1.10,0.00,0.55,-6.00,51.00,-26.00
sitting,-0.98,-0.13,0.06,-0.73,1.53,1.22,-7.00,52.00,-26.00
sitting,-0.98,-0.13,0.06,0.06,0.85,-0.67,-6.00,51.00,-22.00
sitting,-0.98,-0.12,0.06,0.55,0.37,-0.61,-6.00,49.00,-22.00
sitting,-0.98,-0.13,0.05,0.49,0.37,0.61,-6.00,52.00,-24.00
sitting,-0.98,-0.12,0.05,-0.98,0.67,0.06,-4.00,53.00,-25.00
sitting,-0.98,-0.12,0.04,-0.06,0.79,0.98,-6.00,51.00,-22.00
sitting,-0.98,-0.12,0.05,-0.24,1.10,0.79,-7.00,51.00,-24.00
sitting,-0.98,-0.12,0.05,-0.06,0.12,0.18,-7.00,52.00,-16.00
sitting,-0.98,-0.12,0.05,-0.31,0.73,0.31,-9.00,51.00,-19.00
sitting,-0.98,-0.12,0.05,0.00,0.85,0.85,-6.00,51.00,-21.00
sitting,-0.98,-0.13,0.05,-0.24,0.12,-0.43,-7.00,49.00,-22.00
sitting,-0.98,-0.13,0.05,-0.12,0.79,0.61,-6.00,50.00,-26.00
sitting,-0.98,-0.12,0.05,0.00,0.06,-0.37,-7.00,50.00,-22.00
sitting,-0.98,-0.12,0.05,-0.67,-0.61,-0.24,-7.00,51.00,-27.00
sitting,-0.98,-0.13,0.05,0.43,0.67,0.79,-6.00,51.00,-24.00
sitting,-0.98,-0.12,0.05,-0.24,0.18,-0.06,-7.00,50.00,-25.00
sitting,-0.98,-0.13,0.05,-0.31,0.67,0.92,-6.00,51.00,-21.00
sitting,-0.98,-0.12,0.05,-1.34,-0.24,0.37,-5.00,49.00,-26.00
sitting,-0.98,-0.12,0.05,0.18,0.37,0.00,-6.00,52.00,-28.00
sitting,-0.98,-0.13,0.06,-0.06,0.18,-0.06,-8.00,52.00,-25.00
sitting,-0.98,-0.12,0.05,0.61,-0.24,-0.73,-7.00,52.00,-22.00
sitting,-0.98,-0.13,0.06,0.06,0.79,0.55,-6.00,50.00,-25.00
sitting,-0.98,-0.13,0.06,0.18,0.06,0.24,-7.00,53.00,-24.00
sitting,-0.98,-0.13,0.05,0.67,-0.49,-1.10,-5.00,51.00,-24.00
sitting,-0.98,-0.13,0.06,0.43,-0.12,0.00,-8.00,49.00,-25.00
sitting,-0.98,-0.13,0.06,0.37,-0.06,0.37,-8.00,49.00,-24.00
sitting,-0.98,-0.13,0.06,0.18,-0.37,-0.31,-6.00,51.00,-21.00
sitting,-0.98,-0.13,0.06,0.37,-0.18,-0.24,-8.00,53.00,-24.00
sitting,-0.98,-0.13,0.06,0.06,-0.31,-0.85,-9.00,51.00,-21.00
sitting,-0.98,-0.13,0.06,0.37,0.55,1.40,-7.00,49.00,-21.00
sitting,-0.98,-0.13,0.06,-0.92,0.43,0.61,-8.00,52.00,-24.00
sitting,-0.98,-0.13,0.06,0.49,-0.31,-0.06,-7.00,51.00,-24.00
sitting,-0.98,-0.13,0.06,0.49,-0.24,-0.18,-7.00,52.00,-23.00
sitting,-0.98,-0.13,0.06,0.55,-0.49,-0.18,-10.00,51.00,-26.00
sitting,-0.98,-0.13,0.06,-0.31,0.37,-0.24,-8.00,51.00,-20.00
sitting,-0.98,-0.13,0.06,-0.12,0.06,-0.24,-5.00,51.00,-26.00
sitting,-0.98,-0.13,0.06,-0.18,-0.79,-0.37,-9.00,50.00,-22.00
sitting,-0.98,-0.13,0.06,-0.06,0.00,0.00,-7.00,50.00,-24.00
sitting,-0.98,-0.13,0.06,0.37,0.55,-0.55,-6.00,52.00,-22.00
sitting,-0.98,-0.13,0.06,-0.24,0.31,0.06,-9.00,51.00,-22.00
sitting,-0.98,-0.14,0.06,-0.37,-0.31,-0.18,-6.00,51.00,-27.00
sitting,-0.98,-0.14,0.07,0.12,0.18,0.31,-9.00,51.00,-19.00
sitting,-0.98,-0.14,0.06,-0.49,0.06,0.00,-7.00,50.00,-23.00
sitting,-0.98,-0.14,0.07,-0.12,-0.06,0.24,-6.00,52.00,-22.00
sitting,-0.98,-0.14,0.07,0.31,0.61,-0.31,-7.00,52.00,-21.00
sitting,-0.98,-0.14,0.06,0.31,-0.06,-0.37,-6.00,51.00,-22.00
sitting,-0.98,-0.14,0.07,-0.12,0.61,-0.06,-6.00,49.00,-26.00
sitting,-0.98,-0.14,0.07,-0.06,0.37,-0.37,-8.00,51.00,-22.00
sitting,-0.98,-0.14,0.07,-0.18,0.12,-0.18,-8.00,52.00,-25.00
sitting,-0.98,-0.14,0.06,1.10,0.98,1.40,-8.00,51.00,-18.00
sitting,-0.98,-0.14,0.06,0.67,-1.22,-0.55,-8.00,51.00,-24.00
sitting,-0.98,-0.14,0.06,1.10,-2.44,2.69,-8.00,51.00,-23.00
sitting,-0.98,-0.15,0.07,0.43,1.40,1.04,-6.00,50.00,-18.00
sitting,-0.98,-0.14,0.05,-6.10,10.99,5.25,-7.00,50.00,-26.00
sitting,-0.97,-0.17,0.07,1.34,-1.22,-1.71,-8.00,50.00,-22.00
sitting,-0.98,-0.17,0.08,-1.59,0.85,-0.12,-10.00,50.00,-20.00
sitting,-0.98,-0.17,0.08,-3.05,3.48,-0.24,-8.00,50.00,-22.00
sitting,-0.97,-0.17,0.07,-1.77,1.10,0.12,-8.00,53.00,-20.00
sitting,-0.97,-0.18,0.09,9.70,-3.17,11.78,-8.00,51.00,-23.00
sitting,-0.97,-0.18,0.08,-1.83,5.86,11.17,-7.00,51.00,-24.00
sitting,-0.97,-0.17,0.07,-2.75,1.59,-2.14,-8.00,50.00,-23.00
sitting,-0.97,-0.18,0.08,0.24,-0.98,-1.65,-7.00,49.00,-22.00
sitting,-0.97,-0.17,0.08,-0.79,2.26,-0.73,-8.00,49.00,-21.00
sitting,-0.98,-0.16,0.07,0.24,-0.12,-0.18,-9.00,51.00,-19.00
sitting,-0.98,-0.17,0.08,3.42,-3.60,-2.69,-8.00,51.00,-23.00
sitting,-0.98,-0.16,0.07,-2.38,1.89,0.31,-8.00,51.00,-22.00
sitting,-0.98,-0.16,0.07,1.22,-1.10,0.12,-8.00,50.00,-17.00
sitting,-0.97,-0.17,0.06,3.30,-2.93,0.49,-8.00,51.00,-23.00
sitting,-0.98,-0.16,0.07,0.37,-2.01,-3.66,-7.00,49.00,-22.00
sitting,-0.98,-0.15,0.07,6.47,-7.51,0.55,-7.00,48.00,-25.00
sitting,-0.98,-0.15,0.07,-0.18,2.14,0.37,-9.00,51.00,-17.00
sitting,-0.97,-0.16,0.07,-0.67,1.83,-0.79,-7.00,51.00,-26.00
sitting,-0.98,-0.16,0.07,0.18,0.00,-0.49,-8.00,48.00,-20.00
sitting,-0.98,-0.16,0.06,1.16,-0.37,1.46,-7.00,47.00,-25.00
sitting,-0.98,-0.16,0.08,2.56,-2.87,-2.26,-9.00,47.00,-21.00
sitting,-0.98,-0.16,0.07,-2.26,2.32,0.43,-6.00,51.00,-21.00
sitting,-0.98,-0.15,0.07,0.12,-0.18,-2.38,-9.00,50.00,-22.00
sitting,-0.98,-0.15,0.08,-1.22,1.89,0.24,-8.00,50.00,-20.00
sitting,-0.98,-0.16,0.06,-0.98,0.06,-1.40,-9.00,50.00,-24.00
sitting,-0.98,-0.15,0.07,4.03,-4.21,0.49,-8.00,48.00,-24.00
sitting,-0.98,-0.16,0.08,-1.10,0.55,0.06,-7.00,49.00,-25.00
sitting,-0.97,-0.17,0.07,4.64,-4.09,-1.22,-8.00,50.00,-22.00
sitting,-0.98,-0.16,0.08,1.28,-1.83,-1.59,-8.00,51.00,-26.00
sitting,-0.97,-0.17,0.09,-1.22,-1.04,-1.89,-9.00,49.00,-21.00
sitting,-0.98,-0.14,0.06,-1.71,-0.06,-2.81,-8.00,51.00,-24.00
sitting,-0.98,-0.14,0.06,-1.34,2.08,-1.16,-9.00,52.00,-23.00
sitting,-0.98,-0.14,0.06,-2.01,1.22,0.18,-8.00,51.00,-20.00
sitting,-0.98,-0.15,0.08,-1.46,2.20,1.10,-8.00,50.00,-21.00
sitting,-0.98,-0.14,0.07,0.49,-0.67,-0.67,-8.00,51.00,-22.00
sitting,-0.98,-0.14,0.07,0.06,0.79,0.79,-8.00,48.00,-22.00
sitting,-0.98,-0.14,0.07,-0.37,0.61,-0.61,-7.00,49.00,-24.00
sitting,-0.98,-0.15,0.08,-0.37,0.92,-0.06,-8.00,49.00,-24.00
sitting,-0.98,-0.15,0.08,0.49,0.06,0.12,-8.00,50.00,-20.00
sitting,-0.98,-0.14,0.08,1.10,-0.43,-1.77,-7.00,51.00,-20.00
sitting,-0.98,-0.14,0.08,-0.24,0.12,-0.92,-7.00,50.00,-23.00
sitting,-0.98,-0.14,0.08,0.67,-0.73,-1.04,-9.00,48.00,-26.00
sitting,-0.98,-0.15,0.08,-0.12,0.92,-0.12,-8.00,49.00,-19.00
sitting,-0.98,-0.14,0.08,0.24,-0.18,-0.67,-6.00,53.00,-22.00
sitting,-0.98,-0.14,0.07,0.43,0.00,-0.49,-7.00,50.00,-23.00
sitting,-0.98,-0.14,0.08,0.61,-0.55,-0.43,-6.00,51.00,-22.00
sitting,-0.98,-0.14,0.07,0.79,-0.61,-0.18,-9.00,51.00,-17.00
sitting,-0.98,-0.14,0.07,0.49,-0.12,-1.10,-7.00,52.00,-22.00
sitting,-0.98,-0.14,0.07,-0.18,0.37,-0.12,-8.00,51.00,-25.00
sitting,-0.98,-0.14,0.07,-0.06,0.18,0.12,-7.00,53.00,-25.00
sitting,-0.98,-0.14,0.07,-0.12,0.18,0.43,-7.00,49.00,-24.00
sitting,-0.98,-0.14,0.07,-0.43,1.16,1.16,-8.00,51.00,-24.00
sitting,-0.98,-0.14,0.07,0.00,0.43,0.37,-8.00,53.00,-23.00
sitting,-0.98,-0.14,0.07,0.12,0.12,-0.49,-8.00,49.00,-25.00
sitting,-0.98,-0.14,0.07,0.06,0.55,0.49,-6.00,51.00,-23.00
sitting,-0.98,-0.14,0.07,0.12,0.00,-0.12,-9.00,52.00,-20.00
sitting,-0.98,-0.14,0.07,0.55,0.00,0.06,-7.00,51.00,-26.00
sitting,-0.98,-0.14,0.08,0.06,0.06,-0.37,-8.00,48.00,-21.00
sitting,-0.98,-0.14,0.07,0.12,-0.12,0.18,-8.00,49.00,-20.00
sitting,-0.98,-0.14,0.08,-0.24,0.31,0.06,-7.00,51.00,-23.00
sitting,-0.98,-0.14,0.08,-0.18,0.00,0.67,-7.00,51.00,-21.00
sitting,-0.98,-0.14,0.08,-0.06,0.49,0.55,-5.00,50.00,-23.00
sitting,-0.98,-0.14,0.08,-0.24,0.31,-1.65,-9.00,51.00,-22.00
sitting,-0.98,-0.14,0.07,0.06,0.06,-0.18,-9.00,51.00,-23.00
sitting,-0.98,-0.14,0.07,-0.43,0.00,-0.37,-9.00,49.00,-25.00
sitting,-0.98,-0.14,0.08,0.73,0.06,-0.92,-8.00,52.00,-22.00
sitting,-0.98,-0.14,0.07,-0.37,0.79,1.83,-9.00,51.00,-22.00
sitting,-0.98,-0.14,0.08,0.31,0.98,0.31,-6.00,49.00,-18.00
sitting,-0.97,-0.14,0.07,3.23,16.60,-1.10,-8.00,51.00,-25.00
sitting,-0.97,-0.17,0.12,-1.53,2.87,2.81,-8.00,49.00,-22.00
sitting,-0.97,-0.14,0.12,-3.85,-0.43,-2.87,-8.00,50.00,-18.00
sitting,-0.97,-0.16,0.12,3.17,-1.59,-2.08,-8.00,48.00,-18.00
sitting,-0.96,-0.15,0.13,-2.32,-1.34,-7.93,-6.00,51.00,-20.00
sitting,-0.98,-0.13,0.11,-2.44,-2.44,2.81,-6.00,50.00,-20.00
sitting,-0.98,-0.13,0.11,1.28,-3.17,-2.20,-7.00,49.00,-21.00
sitting,-0.98,-0.11,0.10,-5.07,2.01,-6.23,-8.00,51.00,-23.00
sitting,-0.98,-0.11,0.14,-3.42,1.77,-2.20,-9.00,52.00,-21.00
sitting,-0.97,-0.07,0.14,-41.44,-10.44,-28.44,-5.00,50.00,-20.00
sitting,-0.98,-0.05,0.09,22.09,2.56,-1.83,-5.00,51.00,-22.00
sitting,-0.98,-0.06,0.10,-3.60,4.94,8.00,-3.00,55.00,-24.00
sitting,-0.98,-0.05,0.09,7.81,-10.13,-4.94,-6.00,52.00,-24.00
sitting,-0.99,-0.04,0.06,-2.81,-2.99,3.91,-6.00,53.00,-26.00
sitting,-0.98,-0.06,0.08,2.08,-2.81,-0.85,-6.00,54.00,-24.00
sitting,-0.98,-0.07,0.07,-3.36,4.88,1.53,-4.00,51.00,-24.00
sitting,-0.98,-0.07,0.09,-1.40,2.62,0.43,-5.00,52.00,-19.00
sitting,-0.98,-0.09,0.08,-3.48,0.31,-5.25,-6.00,51.00,-21.00
sitting,-0.98,-0.10,0.08,-3.05,2.87,-1.46,-6.00,49.00,-23.00
sitting,-0.98,-0.10,0.09,-1.22,-0.24,-2.69,-7.00,51.00,-22.00
sitting,-0.98,-0.10,0.09,-0.43,0.92,0.79,-7.00,49.00,-22.00
sitting,-0.98,-0.09,0.09,1.83,-0.12,1.22,-5.00,51.00,-23.00
sitting,-0.98,-0.09,0.10,-1.04,0.92,-0.43,-6.00,51.00,-20.00
sitting,-0.98,-0.10,0.10,0.67,-0.12,0.06,-7.00,53.00,-25.00
sitting,-0.98,-0.09,0.10,0.67,-0.37,-0.73,-6.00,52.00,-20.00
sitting,-0.98,-0.09,0.10,0.37,-0.37,-0.73,-8.00,51.00,-26.00
sitting,-0.98,-0.09,0.10,0.00,0.06,0.49,-7.00,49.00,-20.00
sitting,-0.98,-0.09,0.10,0.49,-0.37,-0.31,-5.00,52.00,-26.00
sitting,-0.98,-0.09,0.10,0.12,0.06,0.37,-5.00,50.00,-20.00
sitting,-0.98,-0.09,0.10,0.43,-0.37,0.24,-5.00,51.00,-18.00
sitting,-0.98,-0.09,0.10,-0.43,0.12,-1.95,-8.00,51.00,-24.00
sitting,-0.99,-0.02,0.07,0.92,-6.04,-4.76,-6.00,55.00,-19.00
sitting,-0.98,-0.04,0.06,-1.65,5.07,3.60,-4.00,53.00,-26.00
