Posture,Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z,Mag_X,Mag_Y,Mag_Z
sitting,-0.99,-0.01,0.01,0.37,1.34,0.37,-3.0,54.0,-23.0
sitting,0.99,0.1,0.11,0.06,0.37,-0.24,17.0,-42.0,-5.0
prone,-0.05,0.09,-0.99,0.06,0.06,-0.18,-5.0,-21.0,-56.0
supine,0.01,-0.02,1.01,0.0,0.06,0.73,47.0,-8.0,18.0
unknown,-0.62,0.37,0.75,3.72,-0.49,-0.31,15.0,9.0,17.0
side,0.01,0.96,-0.0,0.67,-0.31,0.0,60.0,-4.0,-69.0
prone,-0.05,0.09,-0.99,-0.12,0.12,-0.18,-5.0,-23.0,-58.0
side,-0.02,0.97,0.08,0.37,0.12,-0.18,59.0,-12.0,15.0
supine,0.01,-0.01,1.0,0.0,0.12,-0.12,34.0,-36.0,7.0
sitting,-0.98,-0.1,0.09,-2.32,2.38,0.55,-6.0,53.0,-21.0
sitting,0.99,0.03,0.11,0.12,0.0,-1.71,12.0,-40.0,-9.0
unknown,0.69,-0.54,0.53,-0.06,0.0,0.06,9.0,-29.0,6.0
side,-0.02,0.98,0.08,0.12,0.12,-0.06,59.0,-13.0,18.0
sitting,-0.98,-0.14,0.07,0.49,-0.67,-0.67,-8.0,51.0,-22.0
sitting,-0.98,-0.13,0.06,0.24,0.37,-2.5,-9.0,53.0,-21.0
prone,-0.05,0.09,-0.99,0.06,0.12,-0.12,-5.0,-24.0,-58.0
prone,-0.05,0.09,-0.99,0.0,0.0,-0.18,-6.0,-24.0,-59.0
sitting,1.0,0.05,0.06,-0.79,-1.77,-1.53,13.0,-43.0,-12.0
prone,-0.05,0.09,-0.99,0.06,0.12,-0.12,-4.0,-23.0,-65.0
side,0.02,-1.0,-0.16,0.0,0.12,-0.12,-34.0,-5.0,-74.0
sitting,0.98,0.15,0.13,0.12,1.28,-1.4,19.0,-41.0,-5.0
unknown,-0.33,0.43,0.82,1.71,-0.12,1.71,69.0,25.0,5.0
sitting,-0.99,-0.03,-0.03,-0.12,0.06,0.0,-5.0,54.0,-27.0
side,0.02,-1.01,0.06,0.12,0.24,-0.12,-43.0,-8.0,-65.0
side,0.01,0.96,0.0,1.04,-0.12,0.12,61.0,-4.0,-69.0
sitting,0.99,0.04,0.13,0.0,0.0,0.06,13.0,-42.0,-8.0
prone,-0.05,0.09,-0.99,0.06,0.06,-0.12,-4.0,-23.0,-63.0
unknown,-0.65,0.42,0.6,-1.83,-0.31,-0.49,21.0,9.0,22.0
supine,0.01,-0.03,1.0,-0.06,0.18,-0.18,49.0,-8.0,17.0
sitting,0.98,0.13,0.13,0.24,0.31,-0.24,17.0,-42.0,-5.0
unknown,-0.33,0.45,0.81,3.3,-4.15,0.0,72.0,23.0,6.0
unknown,0.69,-0.58,-0.47,0.73,3.91,-4.58,-17.0,-34.0,-30.0
sitting,0.98,0.17,0.08,0.49,0.06,-0.43,17.0,-45.0,-9.0
sitting,1.0,0.04,0.06,-0.98,-0.24,0.24,13.0,-44.0,-10.0
sitting,-0.99,-0.02,-0.04,0.18,0.0,0.49,0.0,54.0,-27.0
supine,0.01,-0.02,1.0,0.12,0.06,-0.18,33.0,-36.0,2.0
sitting,1.0,0.0,0.05,-0.49,1.71,-2.38,11.0,-41.0,-15.0
sitting,-0.98,-0.13,0.06,0.06,0.79,0.55,-6.0,50.0,-25.0
side,-0.02,0.97,0.08,1.34,0.12,-0.18,60.0,-15.0,12.0
sitting,-0.98,-0.08,0.06,0.0,0.06,-0.61,-6.0,55.0,-29.0
sitting,-0.97,-0.18,0.08,-1.83,5.86,11.17,-7.0,51.0,-24.0
side,0.02,-1.01,0.02,1.1,0.0,-0.06,-43.0,-10.0,-66.0
side,0.01,0.96,-0.0,-0.31,0.18,-0.12,64.0,-2.0,-66.0
supine,0.01,-0.02,1.0,0.0,0.06,-0.18,33.0,-35.0,0.0
side,0.0,-0.0,3.16,22.4,-3.85,-1.65,-28.0,-32768.0,-77.0
prone,-0.05,0.09,-0.99,0.0,0.18,-0.12,-7.0,-21.0,-60.0
supine,0.02,-0.02,1.0,0.06,0.12,-0.12,49.0,-7.0,20.0
sitting,0.98,0.13,0.13,0.06,-0.24,-0.49,18.0,-41.0,-5.0
side,0.01,-0.98,0.27,-17.46,-0.24,0.31,-23.0,2.0,23.0
sitting,1.0,0.03,0.07,1.22,0.85,-0.55,12.0,-42.0,-9.0
sitting,-0.98,-0.16,0.07,0.0,0.67,0.0,-7.0,50.0,-21.0
side,0.0,0.96,0.01,-1.65,0.31,-0.31,62.0,-1.0,-67.0
sitting,-0.98,-0.09,0.06,0.24,0.24,-0.85,-5.0,52.0,-28.0
sitting,1.0,0.04,0.06,0.0,0.0,-0.12,14.0,-45.0,-7.0
side,0.0,-1.0,0.16,-0.12,0.12,-0.18,-26.0,-7.0,16.0
prone,-0.05,0.09,-0.99,0.0,0.12,-0.24,-5.0,-22.0,-64.0
sitting,0.99,0.04,0.12,0.18,0.24,-0.24,13.0,-42.0,-1.0
sitting,0.99,0.13,0.18,-3.97,4.15,-6.35,16.0,-41.0,-5.0
prone,-0.05,0.09,-0.99,0.0,0.12,-0.12,-6.0,-22.0,-56.0
sitting,1.0,0.02,0.08,0.61,0.67,-0.43,14.0,-42.0,-9.0
unknown,-0.61,0.48,0.62,4.88,2.69,-6.1,24.0,7.0,19.0
sitting,0.99,0.04,0.11,0.55,-0.31,0.0,13.0,-42.0,-7.0
supine,0.01,-0.01,1.0,0.0,0.12,-0.12,35.0,-35.0,0.0
supine,0.02,-0.02,1.0,0.37,0.18,-0.24,49.0,-8.0,18.0
side,-0.01,-1.0,0.15,0.0,0.12,-0.12,-27.0,0.0,19.0
side,0.02,-1.0,-0.17,0.49,0.18,-0.12,-35.0,-7.0,-80.0
sitting,0.99,0.04,0.14,0.12,0.49,0.0,10.0,-40.0,-7.0
side,0.02,-1.0,-0.18,-0.43,0.12,-0.06,-35.0,-4.0,-77.0
side,-0.02,0.97,0.08,0.06,0.18,-0.18,58.0,-12.0,12.0
sitting,1.0,0.05,0.07,0.43,-1.22,-0.92,13.0,-43.0,-10.0
prone,-0.05,0.09,-0.99,0.06,0.18,-0.18,-6.0,-22.0,-61.0
side,0.02,-1.01,0.06,0.67,0.18,-0.12,-44.0,-8.0,-63.0
unknown,-0.68,0.48,0.51,1.34,0.06,0.18,34.0,5.0,19.0
sitting,0.99,0.04,0.12,-0.18,-1.89,-1.65,11.0,-43.0,-2.0
unknown,0.76,-0.6,-0.29,-0.06,4.52,-0.61,-14.0,-36.0,-22.0
supine,0.01,-0.02,1.0,0.0,0.12,-0.18,49.0,-9.0,21.0
supine,0.01,-0.01,1.0,0.0,0.06,-0.18,34.0,-37.0,3.0
unknown,0.68,-0.52,0.53,0.43,0.37,0.85,11.0,-28.0,4.0
sitting,-0.98,-0.14,0.08,0.61,-0.55,-0.43,-6.0,51.0,-22.0
supine,0.01,-0.02,1.0,0.06,0.12,-0.18,34.0,-36.0,3.0
sitting,-0.99,0.0,0.01,0.06,0.06,-0.12,-6.0,57.0,-25.0
side,-0.02,0.97,0.1,-0.61,0.12,-0.12,59.0,-11.0,15.0
prone,-0.05,0.09,-0.99,0.0,0.12,-0.06,-5.0,-22.0,-66.0
side,-0.02,0.98,0.07,1.04,0.06,-0.18,59.0,-11.0,13.0
unknown,-0.63,0.55,0.49,-1.34,0.24,-0.79,36.0,4.0,21.0
sitting,-0.99,-0.02,-0.04,-0.06,0.31,0.06,-2.0,53.0,-31.0
sitting,-0.98,-0.05,0.01,0.43,0.18,-0.67,-5.0,52.0,-27.0
side,-0.03,0.96,0.1,-2.44,-0.85,1.1,67.0,2.0,-65.0
prone,-0.05,0.1,-0.99,0.0,0.18,-0.18,-3.0,-24.0,-59.0
side,0.02,-1.01,-0.05,0.43,0.12,-0.12,-41.0,-4.0,-71.0
sitting,-0.98,-0.13,0.06,0.49,-0.31,-0.06,-7.0,51.0,-24.0
unknown,-0.61,0.34,0.68,-2.56,0.49,-0.31,14.0,7.0,21.0
sitting,0.99,0.03,0.11,0.0,0.31,-0.61,13.0,-43.0,-9.0
sitting,1.0,0.0,0.04,-1.34,-1.77,-1.59,13.0,-45.0,-12.0
side,-0.02,0.97,0.08,-0.92,0.12,-0.12,60.0,-11.0,17.0
prone,-0.05,0.09,-0.99,0.06,0.18,-0.18,-4.0,-23.0,-65.0
sitting,-0.99,-0.02,0.01,-0.12,-0.06,-0.67,-3.0,53.0,-27.0
supine,0.02,-0.02,1.0,1.1,-0.24,3.36,46.0,-9.0,14.0
prone,-0.05,0.09,-0.99,0.06,0.06,-0.18,-7.0,-25.0,-62.0
prone,-0.05,0.09,-0.99,0.0,0.12,-0.12,-7.0,-23.0,-62.0
sitting,0.99,0.04,0.11,0.31,0.12,0.0,13.0,-40.0,-3.0
sitting,0.98,0.14,0.13,0.31,-0.06,-0.61,20.0,-42.0,-6.0
sitting,-0.98,-0.09,0.07,0.31,0.0,-1.16,-5.0,51.0,-29.0
prone,-0.05,0.09,-0.99,0.0,0.12,-0.18,-5.0,-23.0,-63.0
prone,-0.05,0.09,-0.99,0.06,0.06,-0.18,-4.0,-21.0,-63.0
supine,0.01,-0.03,1.01,-0.06,0.24,0.0,46.0,-8.0,19.0
side,-0.02,0.97,0.1,0.73,0.12,-0.18,59.0,-14.0,18.0
supine,0.01,-0.02,1.0,0.06,0.06,-0.18,35.0,-36.0,3.0
supine,0.01,-0.02,1.0,0.06,0.12,-0.18,32.0,-35.0,4.0
prone,-0.05,0.09,-0.99,-0.06,0.18,-0.18,-8.0,-22.0,-58.0
unknown,0.67,-0.51,0.55,-0.79,-0.92,-3.3,8.0,-27.0,3.0
side,-0.02,0.97,0.08,-0.12,0.12,-0.18,58.0,-14.0,13.0
sitting,-0.99,-0.06,0.08,-8.48,-13.37,-13.12,-5.0,51.0,-29.0
side,0.01,0.96,-0.0,0.18,0.24,-0.06,64.0,-1.0,-67.0
prone,-0.05,0.09,-0.99,0.06,0.0,-0.12,-5.0,-21.0,-58.0
sitting,-0.98,-0.12,0.05,-0.24,1.1,0.79,-7.0,51.0,-24.0
side,0.0,0.97,0.02,0.0,0.18,-0.18,64.0,0.0,-68.0
unknown,0.68,-0.52,-0.48,-0.85,3.42,-1.1,-16.0,-35.0,-27.0
unknown,-0.68,0.47,0.52,-0.06,0.37,-0.43,35.0,8.0,19.0
prone,-0.05,0.09,-0.99,0.0,0.12,-0.12,-4.0,-24.0,-56.0
prone,-0.05,0.09,-0.99,0.06,0.12,-0.06,-4.0,-23.0,-60.0
unknown,-0.59,0.38,0.7,-0.61,1.16,0.24,16.0,6.0,19.0
side,-0.01,-1.02,-0.01,71.29,3.48,-5.0,-40.0,-8.0,-65.0
side,0.01,-1.01,0.08,0.67,-0.06,-0.06,-42.0,-10.0,-68.0
sitting,-0.98,-0.09,0.06,-0.12,-0.06,-0.24,-5.0,53.0,-28.0
sitting,1.0,0.05,0.06,-0.12,-0.06,-0.43,15.0,-43.0,-6.0
side,-0.01,-1.0,0.15,0.92,0.12,-0.24,-27.0,2.0,14.0
side,0.0,-0.0,3.16,22.4,-3.85,-1.65,810.0,-95.0,-99.0
side,0.02,-1.0,-0.16,-2.75,0.06,-0.12,-33.0,-5.0,-74.0
side,0.07,-1.12,0.14,19.47,-5.0,-17.46,-31.0,-4.0,15.0
supine,0.01,-0.03,1.0,0.18,0.06,-0.18,47.0,-12.0,22.0
prone,-0.05,0.09,-0.99,0.0,0.12,-0.18,-4.0,-21.0,-61.0
supine,0.02,-0.02,1.0,-0.79,0.49,-0.18,47.0,-10.0,22.0
side,0.02,-0.99,-0.2,-1.71,0.18,-0.12,-32.0,-5.0,-77.0
supine,0.01,-0.02,1.0,0.49,-0.12,-0.18,48.0,-10.0,16.0
side,-0.02,0.97,0.09,-0.49,0.12,-0.06,57.0,-11.0,16.0
sitting,0.99,0.08,0.05,-6.16,1.34,4.09,15.0,-42.0,-6.0
side,0.02,-1.0,-0.15,-0.12,0.12,-0.06,-36.0,-7.0,-78.0
unknown,-0.65,0.37,0.62,-0.61,2.2,4.58,17.0,8.0,23.0
supine,0.01,-0.02,1.0,0.0,0.12,-0.18,35.0,-34.0,4.0
supine,0.01,-0.01,1.0,-0.06,0.12,-0.12,34.0,-36.0,4.0
sitting,1.0,-0.0,0.04,2.01,0.85,1.46,11.0,-41.0,-13.0
prone,-0.05,0.09,-0.99,0.0,0.12,-0.12,-6.0,-24.0,-59.0
sitting,-0.98,-0.09,0.08,1.28,-0.92,1.77,-6.0,52.0,-26.0
prone,-0.05,0.09,-0.99,0.0,0.18,-0.12,-6.0,-24.0,-60.0
sitting,1.0,0.03,0.07,-0.43,0.79,-0.79,12.0,-42.0,-7.0
sitting,-0.99,0.0,0.0,0.12,0.37,0.0,-3.0,53.0,-27.0
supine,0.01,-0.01,1.0,0.0,0.12,-0.12,34.0,-36.0,3.0
unknown,-0.51,0.2,0.72,41.14,-74.65,40.16,57.0,21.0,3.0
sitting,1.0,0.0,0.02,-3.85,-4.76,-1.34,12.0,-42.0,-10.0
sitting,-0.98,-0.14,0.06,-1.71,-0.06,-2.81,-8.0,51.0,-24.0
sitting,0.99,0.08,0.09,0.61,0.49,-0.73,14.0,-43.0,-13.0
side,0.0,-1.0,0.18,7.26,0.12,-1.04,-26.0,-7.0,18.0
unknown,-0.58,0.38,0.69,-2.99,-0.18,-0.18,16.0,6.0,18.0
prone,-0.05,0.09,-0.99,0.06,0.06,-0.12,-4.0,-21.0,-61.0
side,-0.04,0.96,0.03,-5.68,0.43,-0.43,66.0,2.0,-68.0
side,0.02,-1.01,0.06,0.55,0.12,-0.06,-44.0,-7.0,-65.0
prone,-0.05,0.09,-0.99,0.06,0.06,-0.12,-5.0,-23.0,-61.0
sitting,0.98,0.17,0.08,0.18,-0.61,-1.95,18.0,-43.0,-9.0
sitting,0.99,0.09,0.1,-0.49,-0.73,0.49,16.0,-41.0,-6.0
prone,-0.05,0.09,-0.99,0.06,0.18,-0.18,-4.0,-25.0,-60.0
unknown,-0.63,0.56,0.48,0.92,0.79,-0.79,39.0,3.0,21.0
sitting,1.0,0.05,0.06,0.0,0.49,0.06,14.0,-41.0,-6.0
prone,-0.05,0.09,-0.99,0.0,0.12,-0.12,-4.0,-24.0,-60.0
sitting,1.0,0.04,0.07,0.24,0.31,-0.43,12.0,-42.0,-8.0
prone,-0.05,0.09,-0.99,0.06,0.06,-0.12,-6.0,-23.0,-60.0
side,0.02,-1.01,-0.06,0.67,0.18,-0.18,-40.0,-6.0,-70.0
unknown,0.69,0.4,0.6,0.24,0.49,1.16,6.0,-21.0,6.0
prone,-0.05,0.09,-0.99,0.06,0.12,-0.12,-6.0,-22.0,-56.0
unknown,-0.33,0.44,0.81,-0.49,-0.31,-0.37,71.0,24.0,4.0
supine,0.01,-0.01,1.0,-0.12,0.06,-2.26,34.0,-36.0,6.0
side,-0.02,0.97,0.1,50.96,-0.18,-0.37,64.0,-9.0,20.0
supine,0.01,-0.02,1.0,0.0,0.12,-0.18,34.0,-35.0,4.0
side,0.02,-0.99,-0.21,0.61,0.18,-0.06,-32.0,-8.0,-83.0
supine,0.02,-0.02,1.0,0.0,0.18,-0.06,48.0,-8.0,19.0
side,-0.0,-1.0,0.15,-0.85,-1.22,2.38,-27.0,-6.0,17.0
side,0.01,-1.0,0.15,-0.92,0.06,0.0,-27.0,-7.0,13.0
supine,0.01,-0.01,1.0,0.0,0.12,-0.18,31.0,-35.0,3.0
sitting,-0.98,-0.04,-0.01,-0.79,-0.49,-2.87,-3.0,52.0,-28.0
sitting,-0.98,-0.16,0.05,1.16,0.12,0.85,-8.0,52.0,-20.0
sitting,-0.99,-0.03,-0.0,0.06,0.12,-0.24,-5.0,55.0,-28.0
supine,0.01,-0.02,1.0,0.0,0.18,-0.18,35.0,-38.0,1.0
sitting,-0.98,-0.08,0.1,2.38,1.95,-3.3,-5.0,52.0,-24.0
side,0.02,-1.0,-0.15,0.61,0.12,-0.12,-38.0,-4.0,-76.0
prone,-0.05,0.09,-0.99,0.0,0.06,-0.12,-4.0,-21.0,-64.0
side,0.02,-1.01,-0.04,1.22,0.18,-0.18,-40.0,-5.0,-69.0
supine,0.01,-0.02,1.0,-0.06,0.12,-0.24,35.0,-37.0,3.0
supine,0.01,-0.03,1.0,-0.37,0.31,-0.24,49.0,-9.0,17.0
supine,0.01,-0.02,1.0,0.0,0.18,-0.18,33.0,-36.0,2.0
unknown,-0.32,0.52,0.77,3.11,-2.2,-2.62,75.0,20.0,0.0
unknown,-0.38,0.51,0.85,14.1,-28.93,-9.58,69.0,20.0,1.0
supine,0.01,-0.02,1.0,0.0,0.12,-0.18,35.0,-36.0,3.0
prone,-0.05,0.09,-1.0,0.06,0.12,-0.18,-6.0,-24.0,-58.0
unknown,-0.66,0.48,0.54,-2.38,-1.77,2.87,32.0,6.0,26.0
sitting,0.99,0.14,0.08,-1.83,3.85,-1.95,15.0,-41.0,-9.0
supine,0.01,-0.01,1.0,0.0,0.12,-0.18,34.0,-36.0,-1.0
prone,-0.05,0.09,-1.0,0.12,0.18,-0.18,-4.0,-22.0,-59.0
supine,0.02,-0.02,1.0,-0.18,-0.12,-0.24,50.0,-7.0,20.0
supine,0.01,-0.01,1.0,0.0,0.12,-0.18,35.0,-39.0,1.0
side,0.02,-0.99,-0.22,3.11,0.24,-0.06,-31.0,-6.0,-77.0
side,-0.03,0.97,0.03,4.03,-2.38,-1.1,61.0,-15.0,17.0
side,0.0,-1.0,0.16,-0.73,0.0,0.06,-27.0,-8.0,15.0
side,0.0,-1.0,0.16,-0.49,0.24,0.06,-29.0,-7.0,15.0
supine,0.01,-0.02,1.0,-0.06,0.12,-0.06,34.0,-33.0,3.0
unknown,-0.73,0.11,0.74,0.37,14.34,-2.75,48.0,28.0,0.0
unknown,-0.52,0.46,0.69,6.41,7.32,1.95,70.0,25.0,-10.0
side,0.02,-1.01,-0.07,14.77,2.44,-1.77,-35.0,-5.0,4.0
sitting,0.99,0.1,0.11,0.31,0.0,-1.28,16.0,-44.0,-7.0
unknown,0.68,-0.53,0.54,-0.37,0.18,0.43,9.0,-30.0,5.0
supine,0.01,-0.01,1.0,-0.06,0.12,-0.18,33.0,-38.0,5.0
sitting,1.0,0.05,0.06,-0.61,-0.67,0.06,12.0,-43.0,-9.0
prone,-0.05,0.09,-0.99,0.0,0.12,-0.12,-6.0,-24.0,-67.0
sitting,-0.98,-0.02,-0.04,-0.06,0.61,-0.06,-2.0,53.0,-25.0
supine,0.01,-0.02,1.0,0.06,0.12,-0.18,34.0,-36.0,0.0
side,-0.0,-0.99,0.19,-5.74,-0.43,0.73,-26.0,1.0,14.0
prone,-0.05,0.09,-0.99,0.0,0.12,-0.12,-6.0,-23.0,-62.0
supine,0.01,-0.01,1.0,0.0,0.12,-0.18,31.0,-37.0,1.0
sitting,-0.99,-0.03,-0.0,0.61,-0.31,0.73,-6.0,54.0,-28.0
side,0.02,-1.0,-0.16,1.34,-0.61,-0.18,-36.0,-2.0,-80.0
supine,0.02,-0.02,1.0,-0.06,0.18,-0.37,48.0,-6.0,18.0
side,-0.01,-0.98,0.26,0.24,0.0,-0.06,-24.0,3.0,23.0
unknown,-0.55,0.45,0.68,-0.06,0.85,-1.04,68.0,30.0,-6.0
side,0.02,-1.0,-0.16,-0.24,0.18,-0.12,-34.0,-4.0,-76.0
supine,0.01,-0.02,1.0,0.0,0.12,-0.24,34.0,-36.0,5.0
side,-0.02,-1.01,0.09,0.24,0.18,-0.12,-30.0,1.0,13.0
side,0.02,-0.99,-0.2,0.55,0.12,-0.18,-34.0,-7.0,-83.0
supine,0.01,-0.02,1.0,-0.06,0.24,-0.18,32.0,-37.0,2.0
side,0.01,0.96,-0.0,1.22,0.24,0.18,62.0,-3.0,-68.0
prone,-0.05,0.09,-0.99,0.06,0.06,-0.18,-5.0,-24.0,-61.0
supine,0.01,-0.03,1.0,0.24,0.0,-0.31,46.0,-10.0,19.0
unknown,-0.65,0.57,0.46,-1.59,0.61,-1.71,39.0,9.0,16.0
unknown,-0.65,0.38,0.62,-1.89,0.24,-0.31,20.0,7.0,24.0
side,0.01,-0.99,0.18,-0.37,-1.46,0.24,-27.0,-8.0,20.0
sitting,-0.97,-0.17,0.08,5.25,-6.65,-5.8,-11.0,49.0,-16.0
prone,-0.05,0.09,-0.99,0.06,0.06,-0.18,-5.0,-22.0,-59.0
side,-0.02,0.97,0.1,0.55,0.12,-0.24,61.0,-11.0,13.0
prone,-0.05,0.09,-0.99,0.06,0.12,-0.18,-4.0,-24.0,-60.0
prone,-0.05,0.09,-0.99,0.0,0.18,-0.18,-5.0,-21.0,-64.0
sitting,0.99,0.03,0.11,1.04,2.44,1.04,14.0,-38.0,-8.0
prone,-0.05,0.09,-0.99,0.0,0.18,-0.24,-5.0,-23.0,-64.0
unknown,-0.66,0.38,0.62,0.18,0.31,-0.18,19.0,8.0,21.0
prone,-0.05,0.09,-0.99,0.06,0.12,-0.12,-4.0,-24.0,-66.0
supine,0.01,-0.01,1.0,0.0,0.12,-0.12,34.0,-35.0,6.0
supine,0.02,-0.02,1.0,0.0,0.0,0.37,48.0,-6.0,20.0
side,0.01,0.96,-0.0,12.21,-17.58,5.68,62.0,-2.0,-65.0
prone,-0.05,0.09,-0.99,0.0,0.12,-0.12,-6.0,-22.0,-60.0
supine,0.01,-0.01,1.0,0.0,0.12,-0.31,32.0,-37.0,4.0
sitting,-0.98,-0.1,0.07,1.28,-0.67,-0.12,-8.0,52.0,-27.0
supine,0.01,-0.02,1.0,-0.06,0.18,-0.18,32.0,-37.0,5.0
side,0.03,-0.98,0.21,-53.83,-5.13,8.79,-26.0,-5.0,13.0
side,0.02,-0.99,-0.21,-0.18,0.0,-0.12,-33.0,-5.0,-78.0
sitting,-0.99,-0.02,-0.03,0.0,-0.06,-0.24,-3.0,52.0,-30.0
side,-0.02,0.97,0.09,-0.49,0.06,-0.12,59.0,-11.0,16.0
side,-0.03,0.96,0.1,0.61,-2.87,-0.73,66.0,0.0,-59.0
supine,0.01,-0.02,1.0,-0.12,0.18,-0.18,36.0,-37.0,0.0
side,0.02,-1.01,0.05,-0.12,0.12,-0.12,-44.0,-8.0,-61.0
